Site Name ,BLAUOYSTER,,,
Site Number ,1,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,14726,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
2543,21/06/2021 , 07:45:00,647,647
2544,21/06/2021 , 08:00:00,660,660
2545,21/06/2021 , 08:15:00,448,448
2546,21/06/2021 , 08:30:00,293,293
2547,21/06/2021 , 08:45:00,226,226
2548,21/06/2021 , 09:00:00,270,270
2549,21/06/2021 , 09:15:00,305,305
2550,21/06/2021 , 09:30:00,439,439
2551,21/06/2021 , 09:45:00,784,784
2552,21/06/2021 , 10:00:00,3050,3050
2553,21/06/2021 , 10:15:00,2586,2586
2554,21/06/2021 , 10:30:00,2346,2346
2555,21/06/2021 , 10:45:00,5379,5379
2556,21/06/2021 , 11:00:00,4756,4756
2557,21/06/2021 , 11:15:00,4603,4603
2558,21/06/2021 , 11:30:00,4275,4275
2559,21/06/2021 , 11:45:00,3631,3631
2560,21/06/2021 , 12:00:00,2375,2375
2561,21/06/2021 , 12:15:00,998,998
2562,21/06/2021 , 12:30:00,782,782
2563,21/06/2021 , 12:45:00,913,913
2564,21/06/2021 , 13:00:00,768,768
2565,21/06/2021 , 13:15:00,405,405
2566,21/06/2021 , 13:30:00,546,546
2567,21/06/2021 , 13:45:00,900,900
2568,21/06/2021 , 14:00:00,702,702
2569,21/06/2021 , 14:15:00,706,706
2570,21/06/2021 , 14:30:00,862,862
2571,21/06/2021 , 14:45:00,733,733
2572,21/06/2021 , 15:00:00,667,667
2573,21/06/2021 , 15:15:00,648,648
2574,21/06/2021 , 15:30:00,590,590
2575,21/06/2021 , 15:45:00,683,683
2576,21/06/2021 , 16:00:00,867,867
2577,21/06/2021 , 16:15:00,794,794
2578,21/06/2021 , 16:30:00,711,711
2579,21/06/2021 , 16:45:00,629,629
2580,21/06/2021 , 17:00:00,565,565
2581,21/06/2021 , 17:15:00,507,507
2582,21/06/2021 , 17:30:00,464,464
2583,21/06/2021 , 17:45:00,412,412
2584,21/06/2021 , 18:00:00,394,394
2585,21/06/2021 , 18:15:00,365,365
2586,21/06/2021 , 18:30:00,334,334
2587,21/06/2021 , 18:45:00,292,292
2588,21/06/2021 , 19:00:00,262,262
2589,21/06/2021 , 19:15:00,227,227
2590,21/06/2021 , 19:30:00,190,190
2591,21/06/2021 , 19:45:00,151,151
2592,21/06/2021 , 20:00:00,124,124
2593,21/06/2021 , 20:15:00,86,86
2594,21/06/2021 , 20:30:00,60,60
2595,21/06/2021 , 20:45:00,39,39
2596,21/06/2021 , 21:00:00,23,23
2597,21/06/2021 , 21:15:00,11,11
2598,21/06/2021 , 21:30:00,2,2
2599,21/06/2021 , 21:45:00,0,0
2600,21/06/2021 , 22:00:00,0,0
2601,21/06/2021 , 22:15:00,0,0
2602,21/06/2021 , 22:30:00,0,0
2603,21/06/2021 , 22:45:00,0,0
2604,21/06/2021 , 23:00:00,0,0
2605,21/06/2021 , 23:15:00,0,0
2606,21/06/2021 , 23:30:00,0,0
2607,21/06/2021 , 23:45:00,0,0
2608,21/06/2021 , 24:00:00,0,0
2609,22/06/2021 , 00:15:00,0,0
2610,22/06/2021 , 00:30:00,0,0
2611,22/06/2021 , 00:45:00,0,0
2612,22/06/2021 , 01:00:00,0,0
2613,22/06/2021 , 01:15:00,0,0
2614,22/06/2021 , 01:30:00,0,0
2615,22/06/2021 , 01:45:00,0,0
2616,22/06/2021 , 02:00:00,0,0
2617,22/06/2021 , 02:15:00,0,0
2618,22/06/2021 , 02:30:00,0,0
2619,22/06/2021 , 02:45:00,0,0
2620,22/06/2021 , 03:00:00,0,0
2621,22/06/2021 , 03:15:00,0,0
2622,22/06/2021 , 03:30:00,0,0
2623,22/06/2021 , 03:45:00,0,0
2624,22/06/2021 , 04:00:00,0,0
2625,22/06/2021 , 04:15:00,0,0
2626,22/06/2021 , 04:30:00,0,0
2627,22/06/2021 , 04:45:00,0,0
2628,22/06/2021 , 05:00:00,0,0
2629,22/06/2021 , 05:15:00,5,5
2630,22/06/2021 , 05:30:00,15,15
2631,22/06/2021 , 05:45:00,17,17
2632,22/06/2021 , 06:00:00,10,10
2633,22/06/2021 , 06:15:00,17,17
2634,22/06/2021 , 06:30:00,27,27
2635,22/06/2021 , 06:45:00,40,40
2636,22/06/2021 , 07:00:00,57,57
2637,22/06/2021 , 07:15:00,85,85
2638,22/06/2021 , 07:30:00,138,138
2639,22/06/2021 , 07:45:00,295,295
2640,22/06/2021 , 08:00:00,440,440
2641,22/06/2021 , 08:15:00,586,586
2642,22/06/2021 , 08:30:00,233,233
2643,22/06/2021 , 08:45:00,220,220
2644,22/06/2021 , 09:00:00,314,314
2645,22/06/2021 , 09:15:00,1040,1040
2646,22/06/2021 , 09:30:00,1557,1557
2647,22/06/2021 , 09:45:00,1457,1457
2648,22/06/2021 , 10:00:00,1190,1190
2649,22/06/2021 , 10:15:00,1055,1055
2650,22/06/2021 , 10:30:00,947,947
2651,22/06/2021 , 10:45:00,905,905
2652,22/06/2021 , 11:00:00,881,881
2653,22/06/2021 , 11:15:00,864,864
2654,22/06/2021 , 11:30:00,838,838
2655,22/06/2021 , 11:45:00,1455,1455
2656,22/06/2021 , 12:00:00,3787,3787
2657,22/06/2021 , 12:15:00,4128,4128
2658,22/06/2021 , 12:30:00,3301,3301
2659,22/06/2021 , 12:45:00,2623,2623
2660,22/06/2021 , 13:00:00,623,623
2661,22/06/2021 , 13:15:00,576,576
2662,22/06/2021 , 13:30:00,431,431
2663,22/06/2021 , 13:45:00,262,262
2664,22/06/2021 , 14:00:00,416,416
2665,22/06/2021 , 14:15:00,466,466
2666,22/06/2021 , 14:30:00,377,377
2667,22/06/2021 , 14:45:00,370,370
2668,22/06/2021 , 15:00:00,338,338
2669,22/06/2021 , 15:15:00,288,288
2670,22/06/2021 , 15:30:00,252,252
2671,22/06/2021 , 15:45:00,571,571
2672,22/06/2021 , 16:00:00,576,576
2673,22/06/2021 , 16:15:00,415,415
2674,22/06/2021 , 16:30:00,110,110
2675,22/06/2021 , 16:45:00,104,104
2676,22/06/2021 , 17:00:00,41,41
2677,22/06/2021 , 17:15:00,10,10
2678,22/06/2021 , 17:30:00,10,10
2679,22/06/2021 , 17:45:00,16,16
2680,22/06/2021 , 18:00:00,29,29
2681,22/06/2021 , 18:15:00,5,5
2682,22/06/2021 , 18:30:00,5,5
2683,22/06/2021 , 18:45:00,4,4
2684,22/06/2021 , 19:00:00,4,4
2685,22/06/2021 , 19:15:00,4,4
2686,22/06/2021 , 19:30:00,3,3
2687,22/06/2021 , 19:45:00,2,2
2688,22/06/2021 , 20:00:00,0,0
2689,22/06/2021 , 20:15:00,2,2
2690,22/06/2021 , 20:30:00,3,3
2691,22/06/2021 , 20:45:00,5,5
2692,22/06/2021 , 21:00:00,10,10
2693,22/06/2021 , 21:15:00,3,3
2694,22/06/2021 , 21:30:00,2,2
2695,22/06/2021 , 21:45:00,0,0
2696,22/06/2021 , 22:00:00,0,0
2697,22/06/2021 , 22:15:00,0,0
2698,22/06/2021 , 22:30:00,0,0
2699,22/06/2021 , 22:45:00,0,0
2700,22/06/2021 , 23:00:00,0,0
2701,22/06/2021 , 23:15:00,0,0
2702,22/06/2021 , 23:30:00,0,0
2703,22/06/2021 , 23:45:00,0,0
2704,22/06/2021 , 24:00:00,0,0
2705,23/06/2021 , 00:15:00,0,0
2706,23/06/2021 , 00:30:00,0,0
2707,23/06/2021 , 00:45:00,0,0
2708,23/06/2021 , 01:00:00,0,0
2709,23/06/2021 , 01:15:00,0,0
2710,23/06/2021 , 01:30:00,0,0
2711,23/06/2021 , 01:45:00,0,0
2712,23/06/2021 , 02:00:00,0,0
2713,23/06/2021 , 02:15:00,0,0
2714,23/06/2021 , 02:30:00,0,0
2715,23/06/2021 , 02:45:00,0,0
2716,23/06/2021 , 03:00:00,0,0
2717,23/06/2021 , 03:15:00,0,0
2718,23/06/2021 , 03:30:00,0,0
2719,23/06/2021 , 03:45:00,0,0
2720,23/06/2021 , 04:00:00,0,0
2721,23/06/2021 , 04:15:00,0,0
2722,23/06/2021 , 04:30:00,0,0
2723,23/06/2021 , 04:45:00,0,0
2724,23/06/2021 , 05:00:00,0,0
2725,23/06/2021 , 05:15:00,1,1
2726,23/06/2021 , 05:30:00,5,5
2727,23/06/2021 , 05:45:00,13,13
2728,23/06/2021 , 06:00:00,18,18
2729,23/06/2021 , 06:15:00,23,23
2730,23/06/2021 , 06:30:00,30,30
2731,23/06/2021 , 06:45:00,46,46
2732,23/06/2021 , 07:00:00,66,66
2733,23/06/2021 , 07:15:00,75,75
2734,23/06/2021 , 07:30:00,94,94
2735,23/06/2021 , 07:45:00,127,127
2736,23/06/2021 , 08:00:00,222,222
2737,23/06/2021 , 08:15:00,269,269
2738,23/06/2021 , 08:30:00,286,286
2739,23/06/2021 , 08:45:00,166,166
2740,23/06/2021 , 09:00:00,116,116
2741,23/06/2021 , 09:15:00,192,192
2742,23/06/2021 , 09:30:00,269,269
2743,23/06/2021 , 09:45:00,564,564
2744,23/06/2021 , 10:00:00,997,997
2745,23/06/2021 , 10:15:00,1125,1125
2746,23/06/2021 , 10:30:00,1138,1138
2747,23/06/2021 , 10:45:00,1219,1219
2748,23/06/2021 , 11:00:00,1292,1292
2749,23/06/2021 , 11:15:00,1322,1322
2750,23/06/2021 , 11:30:00,1348,1348
2751,23/06/2021 , 11:45:00,1227,1227
2752,23/06/2021 , 12:00:00,1137,1137
2753,23/06/2021 , 12:15:00,1220,1220
2754,23/06/2021 , 12:30:00,1361,1361
2755,23/06/2021 , 12:45:00,1640,1640
2756,23/06/2021 , 13:00:00,880,880
2757,23/06/2021 , 13:15:00,733,733
2758,23/06/2021 , 13:30:00,1299,1299
2759,23/06/2021 , 13:45:00,2078,2078
2760,23/06/2021 , 14:00:00,1639,1639
2761,23/06/2021 , 14:15:00,1788,1788
2762,23/06/2021 , 14:30:00,1787,1787
2763,23/06/2021 , 14:45:00,857,857
2764,23/06/2021 , 15:00:00,370,370
2765,23/06/2021 , 15:15:00,399,399
2766,23/06/2021 , 15:30:00,478,478
2767,23/06/2021 , 15:45:00,1165,1165
2768,23/06/2021 , 16:00:00,1072,1072
2769,23/06/2021 , 16:15:00,908,908
2770,23/06/2021 , 16:30:00,804,804
2771,23/06/2021 , 16:45:00,494,494
2772,23/06/2021 , 17:00:00,152,152
2773,23/06/2021 , 17:15:00,22,22
2774,23/06/2021 , 17:30:00,12,12
2775,23/06/2021 , 17:45:00,9,9
2776,23/06/2021 , 18:00:00,3,3
2777,23/06/2021 , 18:15:00,0,0
2778,23/06/2021 , 18:30:00,1,1
2779,23/06/2021 , 18:45:00,0,0
2780,23/06/2021 , 19:00:00,0,0
2781,23/06/2021 , 19:15:00,0,0
2782,23/06/2021 , 19:30:00,0,0
2783,23/06/2021 , 19:45:00,0,0
2784,23/06/2021 , 20:00:00,2,2
2785,23/06/2021 , 20:15:00,6,6
2786,23/06/2021 , 20:30:00,10,10
2787,23/06/2021 , 20:45:00,8,8
2788,23/06/2021 , 21:00:00,5,5
2789,23/06/2021 , 21:15:00,2,2
2790,23/06/2021 , 21:30:00,0,0
2791,23/06/2021 , 21:45:00,0,0
2792,23/06/2021 , 22:00:00,0,0
2793,23/06/2021 , 22:15:00,0,0
2794,23/06/2021 , 22:30:00,0,0
2795,23/06/2021 , 22:45:00,0,0
2796,23/06/2021 , 23:00:00,0,0
2797,23/06/2021 , 23:15:00,0,0
2798,23/06/2021 , 23:30:00,0,0
2799,23/06/2021 , 23:45:00,0,0
2800,23/06/2021 , 24:00:00,0,0
2801,24/06/2021 , 00:15:00,0,0
2802,24/06/2021 , 00:30:00,0,0
2803,24/06/2021 , 00:45:00,0,0
2804,24/06/2021 , 01:00:00,0,0
2805,24/06/2021 , 01:15:00,0,0
2806,24/06/2021 , 01:30:00,0,0
2807,24/06/2021 , 01:45:00,0,0
2808,24/06/2021 , 02:00:00,0,0
2809,24/06/2021 , 02:15:00,0,0
2810,24/06/2021 , 02:30:00,0,0
2811,24/06/2021 , 02:45:00,0,0
2812,24/06/2021 , 03:00:00,0,0
2813,24/06/2021 , 03:15:00,0,0
2814,24/06/2021 , 03:30:00,0,0
2815,24/06/2021 , 03:45:00,0,0
2816,24/06/2021 , 04:00:00,0,0
2817,24/06/2021 , 04:15:00,0,0
2818,24/06/2021 , 04:30:00,0,0
2819,24/06/2021 , 04:45:00,0,0
2820,24/06/2021 , 05:00:00,0,0
2821,24/06/2021 , 05:15:00,0,0
2822,24/06/2021 , 05:30:00,3,3
2823,24/06/2021 , 05:45:00,9,9
2824,24/06/2021 , 06:00:00,18,18
2825,24/06/2021 , 06:15:00,34,34
2826,24/06/2021 , 06:30:00,50,50
2827,24/06/2021 , 06:45:00,60,60
2828,24/06/2021 , 07:00:00,53,53
2829,24/06/2021 , 07:15:00,90,90
2830,24/06/2021 , 07:30:00,91,91
2831,24/06/2021 , 07:45:00,143,143
2832,24/06/2021 , 08:00:00,136,136
2833,24/06/2021 , 08:15:00,163,163
2834,24/06/2021 , 08:30:00,329,329
2835,24/06/2021 , 08:45:00,340,340
2836,24/06/2021 , 09:00:00,598,598
2837,24/06/2021 , 09:15:00,621,621
2838,24/06/2021 , 09:30:00,645,645
2839,24/06/2021 , 09:45:00,471,471
2840,24/06/2021 , 10:00:00,505,505
2841,24/06/2021 , 10:15:00,1546,1546
2842,24/06/2021 , 10:30:00,1695,1695
2843,24/06/2021 , 10:45:00,1409,1409
2844,24/06/2021 , 11:00:00,1218,1218
2845,24/06/2021 , 11:15:00,1023,1023
2846,24/06/2021 , 11:30:00,792,792
2847,24/06/2021 , 11:45:00,681,681
2848,24/06/2021 , 12:00:00,630,630
2849,24/06/2021 , 12:15:00,5882,5882
2850,24/06/2021 , 12:30:00,3353,3353
2851,24/06/2021 , 12:45:00,3430,3430
2852,24/06/2021 , 13:00:00,12311,12311
2853,24/06/2021 , 13:15:00,3836,3836
2854,24/06/2021 , 13:30:00,20,20
2855,24/06/2021 , 13:45:00,20,20
2856,24/06/2021 , 14:00:00,20,20
2857,24/06/2021 , 14:15:00,20,20
2858,24/06/2021 , 14:30:00,20,20
2859,24/06/2021 , 14:45:00,20,20
2860,24/06/2021 , 15:00:00,19,19
2861,24/06/2021 , 15:15:00,19,19
2862,24/06/2021 , 15:30:00,16,16
2863,24/06/2021 , 15:45:00,14,14
2864,24/06/2021 , 16:00:00,15,15
2865,24/06/2021 , 16:15:00,14,14
2866,24/06/2021 , 16:30:00,15,15
2867,24/06/2021 , 16:45:00,14,14
2868,24/06/2021 , 17:00:00,14,14
2869,24/06/2021 , 17:15:00,14,14
2870,24/06/2021 , 17:30:00,10,10
2871,24/06/2021 , 17:45:00,4,4
2872,24/06/2021 , 18:00:00,4,4
2873,24/06/2021 , 18:15:00,3,3
2874,24/06/2021 , 18:30:00,3,3
2875,24/06/2021 , 18:45:00,3,3
2876,24/06/2021 , 19:00:00,4,4
2877,24/06/2021 , 19:15:00,2,2
2878,24/06/2021 , 19:30:00,1,1
2879,24/06/2021 , 19:45:00,4,4
2880,24/06/2021 , 20:00:00,2,2
2881,24/06/2021 , 20:15:00,1,1
2882,24/06/2021 , 20:30:00,0,0
2883,24/06/2021 , 20:45:00,0,0
2884,24/06/2021 , 21:00:00,0,0
2885,24/06/2021 , 21:15:00,0,0
2886,24/06/2021 , 21:30:00,0,0
2887,24/06/2021 , 21:45:00,0,0
2888,24/06/2021 , 22:00:00,0,0
2889,24/06/2021 , 22:15:00,0,0
2890,24/06/2021 , 22:30:00,0,0
2891,24/06/2021 , 22:45:00,0,0
2892,24/06/2021 , 23:00:00,0,0
2893,24/06/2021 , 23:15:00,0,0
2894,24/06/2021 , 23:30:00,0,0
2895,24/06/2021 , 23:45:00,0,0
2896,24/06/2021 , 24:00:00,0,0
2897,25/06/2021 , 00:15:00,0,0
2898,25/06/2021 , 00:30:00,0,0
2899,25/06/2021 , 00:45:00,0,0
2900,25/06/2021 , 01:00:00,0,0
2901,25/06/2021 , 01:15:00,0,0
2902,25/06/2021 , 01:30:00,0,0
2903,25/06/2021 , 01:45:00,0,0
2904,25/06/2021 , 02:00:00,0,0
2905,25/06/2021 , 02:15:00,0,0
2906,25/06/2021 , 02:30:00,0,0
2907,25/06/2021 , 02:45:00,0,0
2908,25/06/2021 , 03:00:00,0,0
2909,25/06/2021 , 03:15:00,0,0
2910,25/06/2021 , 03:30:00,0,0
2911,25/06/2021 , 03:45:00,0,0
2912,25/06/2021 , 04:00:00,0,0
2913,25/06/2021 , 04:15:00,0,0
2914,25/06/2021 , 04:30:00,0,0
2915,25/06/2021 , 04:45:00,0,0
2916,25/06/2021 , 05:00:00,0,0
2917,25/06/2021 , 05:15:00,0,0
2918,25/06/2021 , 05:30:00,0,0
2919,25/06/2021 , 05:45:00,0,0
2920,25/06/2021 , 06:00:00,0,0
2921,25/06/2021 , 06:15:00,0,0
2922,25/06/2021 , 06:30:00,0,0
2923,25/06/2021 , 06:45:00,0,0
2924,25/06/2021 , 07:00:00,0,0
2925,25/06/2021 , 07:15:00,1,1
2926,25/06/2021 , 07:30:00,3,3
2927,25/06/2021 , 07:45:00,2,2
2928,25/06/2021 , 08:00:00,1,1
2929,25/06/2021 , 08:15:00,2,2
2930,25/06/2021 , 08:30:00,4,4
2931,25/06/2021 , 08:45:00,12,12
2932,25/06/2021 , 09:00:00,12,12
2933,25/06/2021 , 09:15:00,12,12
2934,25/06/2021 , 09:30:00,13,13
2935,25/06/2021 , 09:45:00,13,13
2936,25/06/2021 , 10:00:00,13,13
2937,25/06/2021 , 10:15:00,13,13
2938,25/06/2021 , 10:30:00,14,14
2939,25/06/2021 , 10:45:00,14,14
2940,25/06/2021 , 11:00:00,13,13
2941,25/06/2021 , 11:15:00,15,15
2942,25/06/2021 , 11:30:00,14,14
2943,25/06/2021 , 11:45:00,2728,2728
2944,25/06/2021 , 12:00:00,4367,4367
2945,25/06/2021 , 12:15:00,214,214
2946,25/06/2021 , 12:30:00,195,195
2947,25/06/2021 , 12:45:00,181,181
2948,25/06/2021 , 13:00:00,172,172
2949,25/06/2021 , 13:15:00,163,163
2950,25/06/2021 , 13:30:00,291,291
2951,25/06/2021 , 13:45:00,655,655
2952,25/06/2021 , 14:00:00,1572,1572
2953,25/06/2021 , 14:15:00,1375,1375
2954,25/06/2021 , 14:30:00,333,333
