scan_no,datetime,intensity_lux,hoboPAR
235,2021-05-28T07:30:00Z,0,1.7379766000000245
236,2021-05-28T07:45:00Z,0,1.7379766000000245
237,2021-05-28T08:00:00Z,0,1.7379766000000245
238,2021-05-28T08:15:00Z,0,1.7379766000000245
239,2021-05-28T08:30:00Z,0,1.7379766000000245
240,2021-05-28T08:45:00Z,0,1.7379766000000245
241,2021-05-28T09:00:00Z,0,1.7379766000000245
242,2021-05-28T09:15:00Z,0,1.7379766000000245
243,2021-05-28T09:30:00Z,0,1.7379766000000245
244,2021-05-28T09:45:00Z,0,1.7379766000000245
245,2021-05-28T10:00:00Z,0,1.7379766000000245
246,2021-05-28T10:15:00Z,0,1.7379766000000245
247,2021-05-28T10:30:00Z,0,1.7379766000000245
248,2021-05-28T10:45:00Z,0,1.7379766000000245
249,2021-05-28T11:00:00Z,0,1.7379766000000245
250,2021-05-28T11:15:00Z,0,1.7379766000000245
251,2021-05-28T11:30:00Z,0,1.7379766000000245
252,2021-05-28T11:45:00Z,0,1.7379766000000245
253,2021-05-28T12:00:00Z,0,1.7379766000000245
254,2021-05-28T12:15:00Z,0,1.7379766000000245
255,2021-05-28T12:30:00Z,0,1.7379766000000245
256,2021-05-28T12:45:00Z,0,1.7379766000000245
257,2021-05-28T13:00:00Z,0,1.7379766000000245
258,2021-05-28T13:15:00Z,0,1.7379766000000245
259,2021-05-28T13:30:00Z,0,1.7379766000000245
260,2021-05-28T13:45:00Z,0,1.7379766000000245
261,2021-05-28T14:00:00Z,0,1.7379766000000245
262,2021-05-28T14:15:00Z,0,1.7379766000000245
263,2021-05-28T14:30:00Z,10.8,2.532429095380735
264,2021-05-28T14:45:00Z,0,1.7379766000000245
265,2021-05-28T15:00:00Z,10.8,2.532429095380735
266,2021-05-28T15:15:00Z,21.5,3.3187213632270414
267,2021-05-28T15:30:00Z,21.5,3.3187213632270414
268,2021-05-28T15:45:00Z,21.5,3.3187213632270414
269,2021-05-28T16:00:00Z,32.3,4.1115512858840475
270,2021-05-28T16:15:00Z,32.3,4.1115512858840475
271,2021-05-28T16:30:00Z,53.8,5.687448311120875
272,2021-05-28T16:45:00Z,43.1,4.903567399609187
273,2021-05-28T17:00:00Z,32.3,4.1115512858840475
274,2021-05-28T17:15:00Z,32.3,4.1115512858840475
275,2021-05-28T17:30:00Z,43.1,4.903567399609187
276,2021-05-28T17:45:00Z,53.8,5.687448311120875
277,2021-05-28T18:00:00Z,161.5,13.53328148364119
278,2021-05-28T18:15:00Z,32.3,4.1115512858840475
279,2021-05-28T18:30:00Z,559.7,41.85387908238465
280,2021-05-28T18:45:00Z,850.4,61.86212772964484
281,2021-05-28T19:00:00Z,21.5,3.3187213632270414
282,2021-05-28T19:15:00Z,82667.2,775.4120754046583
283,2021-05-28T19:30:00Z,57867,772.5557999715401
284,2021-05-28T19:45:00Z,93689.5,775.6058406713947
285,2021-05-28T20:00:00Z,99200.7,775.6485094503654
286,2021-05-28T20:15:00Z,49600.3,768.7866129158895
