Date,Time,Intensity (Lux) c:2
09/02/21,23:30:00,0.0
09/02/21,23:35:00,0.0
09/02/21,23:40:00,0.0
09/02/21,23:45:00,0.0
09/02/21,23:50:00,0.0
09/02/21,23:55:00,0.0
09/03/21,00:00:00,0.0
09/03/21,00:05:00,0.0
09/03/21,00:10:00,0.0
09/03/21,00:15:00,0.0
09/03/21,00:20:00,0.0
09/03/21,00:25:00,0.0
09/03/21,00:30:00,0.0
09/03/21,00:35:00,0.0
09/03/21,00:40:00,0.0
09/03/21,00:45:00,0.0
09/03/21,00:50:00,0.0
09/03/21,00:55:00,0.0
09/03/21,01:00:00,0.0
09/03/21,01:05:00,0.0
09/03/21,01:10:00,0.0
09/03/21,01:15:00,0.0
09/03/21,01:20:00,0.0
09/03/21,01:25:00,0.0
09/03/21,01:30:00,0.0
09/03/21,01:35:00,0.0
09/03/21,01:40:00,0.0
09/03/21,01:45:00,0.0
09/03/21,01:50:00,0.0
09/03/21,01:55:00,0.0
09/03/21,02:00:00,0.0
09/03/21,02:05:00,0.0
09/03/21,02:10:00,0.0
09/03/21,02:15:00,0.0
09/03/21,02:20:00,0.0
09/03/21,02:25:00,0.0
09/03/21,02:30:00,0.0
09/03/21,02:35:00,0.0
09/03/21,02:40:00,0.0
09/03/21,02:45:00,0.0
09/03/21,02:50:00,0.0
09/03/21,02:55:00,0.0
09/03/21,03:00:00,0.0
09/03/21,03:05:00,0.0
09/03/21,03:10:00,0.0
09/03/21,03:15:00,0.0
09/03/21,03:20:00,0.0
09/03/21,03:25:00,0.0
09/03/21,03:30:00,0.0
09/03/21,03:35:00,0.0
09/03/21,03:40:00,0.0
09/03/21,03:45:00,0.0
09/03/21,03:50:00,0.0
09/03/21,03:55:00,0.0
09/03/21,04:00:00,0.0
09/03/21,04:05:00,0.0
09/03/21,04:10:00,0.0
09/03/21,04:15:00,0.0
09/03/21,04:20:00,0.0
09/03/21,04:25:00,0.0
09/03/21,04:30:00,0.0
09/03/21,04:35:00,0.0
09/03/21,04:40:00,0.0
09/03/21,04:45:00,0.0
09/03/21,04:50:00,0.0
09/03/21,04:55:00,0.0
09/03/21,05:00:00,0.0
09/03/21,05:05:00,0.0
09/03/21,05:10:00,0.0
09/03/21,05:15:00,0.0
09/03/21,05:20:00,0.0
09/03/21,05:25:00,0.0
09/03/21,05:30:00,0.0
09/03/21,05:35:00,0.0
09/03/21,05:40:00,0.0
09/03/21,05:45:00,0.0
09/03/21,05:50:00,0.0
09/03/21,05:55:00,0.0
09/03/21,06:00:00,0.0
09/03/21,06:05:00,0.0
09/03/21,06:10:00,0.0
09/03/21,06:15:00,0.0
09/03/21,06:20:00,10.8
09/03/21,06:25:00,21.5
09/03/21,06:30:00,53.8
09/03/21,06:35:00,96.9
09/03/21,06:40:00,139.9
09/03/21,06:45:00,193.8
09/03/21,06:50:00,247.6
09/03/21,06:55:00,269.1
09/03/21,07:00:00,312.2
09/03/21,07:05:00,387.5
09/03/21,07:10:00,613.5
09/03/21,07:15:00,764.2
09/03/21,07:20:00,990.3
09/03/21,07:25:00,1162.5
09/03/21,07:30:00,1334.7
09/03/21,07:35:00,1377.8
09/03/21,07:40:00,1550.0
09/03/21,07:45:00,1463.9
09/03/21,07:50:00,1808.3
09/03/21,07:55:00,2411.1
09/03/21,08:00:00,3444.5
09/03/21,08:05:00,3961.1
09/03/21,08:10:00,4133.4
09/03/21,08:15:00,5338.9
09/03/21,08:20:00,11022.3
09/03/21,08:25:00,4650.0
09/03/21,08:30:00,4305.6
09/03/21,08:35:00,4650.0
09/03/21,08:40:00,7577.8
09/03/21,08:45:00,5166.7
09/03/21,08:50:00,2238.9
09/03/21,08:55:00,2755.6
09/03/21,09:00:00,667.4
09/03/21,09:05:00,559.7
09/03/21,09:10:00,419.8
09/03/21,09:15:00,86.1
09/03/21,09:20:00,86.1
09/03/21,09:25:00,4305.6
09/03/21,09:30:00,4133.4
09/03/21,09:35:00,3444.5
09/03/21,09:40:00,9644.5
09/03/21,09:45:00,12400.1
09/03/21,09:50:00,13777.9
09/03/21,09:55:00,818.1
09/03/21,10:00:00,9300.1
09/03/21,10:05:00,3100.0
09/03/21,10:10:00,46844.8
09/03/21,10:15:00,38578.0
09/03/21,10:20:00,49600.3
09/03/21,10:25:00,53.8
09/03/21,10:30:00,53.8
09/03/21,10:35:00,55111.5
09/03/21,10:40:00,88178.4
09/03/21,10:45:00,20666.8
09/03/21,10:50:00,35822.5
09/03/21,10:55:00,30311.3
09/03/21,11:00:00,35822.5
09/03/21,11:05:00,16533.4
09/03/21,11:10:00,16533.4
09/03/21,11:15:00,2583.4
