MiniDOT Logger Concatenated Data File
Sensor:             7450-914536
Concatenation Date: 2021Jun23 15:46:56 PDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

"            Unix Timestamp,               UTC_Date_&_Time,         Pacific Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q"
"                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)"
"                1622089860,           2021-05-27 04:31:00,           2021-05-26 21:31:00,      3.520000,     22.027000,          8.817000,                   100.896041,      0.964000"
"                1622090760,           2021-05-27 04:46:00,           2021-05-26 21:46:00,      3.520000,     21.976000,          8.809000,                   100.705538,      0.963000"
"                1622091660,           2021-05-27 05:01:00,           2021-05-26 22:01:00,      3.520000,     21.918000,          8.834000,                   100.878507,      0.964000"
"                1622092560,           2021-05-27 05:16:00,           2021-05-26 22:16:00,      3.520000,     21.851000,          8.834000,                   100.748197,      0.963000"
"                1622093460,           2021-05-27 05:31:00,           2021-05-26 22:31:00,      3.530000,     21.784000,          8.838000,                   100.663481,      0.963000"
"                1622094360,           2021-05-27 05:46:00,           2021-05-26 22:46:00,      3.530000,     21.692000,          8.847000,                   100.586897,      0.962000"
"                1622095260,           2021-05-27 06:01:00,           2021-05-26 23:01:00,      3.530000,     21.625000,          8.871000,                   100.729028,      0.964000"
"                1622096160,           2021-05-27 06:16:00,           2021-05-26 23:16:00,      3.530000,     21.575000,          8.862000,                   100.529389,      0.963000"
"                1622097060,           2021-05-27 06:31:00,           2021-05-26 23:31:00,      3.530000,     21.516000,          8.872000,                   100.527738,      0.963000"
"                1622097960,           2021-05-27 06:46:00,           2021-05-26 23:46:00,      3.530000,     21.450000,          8.881000,                   100.500872,      0.963000"
"                1622098860,           2021-05-27 07:01:00,           2021-05-27 00:01:00,      3.530000,     21.374000,          8.893000,                   100.488144,      0.963000"
"                1622099760,           2021-05-27 07:16:00,           2021-05-27 00:16:00,      3.530000,     21.316000,          8.901000,                   100.465121,      0.963000"
"                1622100660,           2021-05-27 07:31:00,           2021-05-27 00:31:00,      3.530000,     21.257000,          8.903000,                   100.372321,      0.963000"
"                1622101560,           2021-05-27 07:46:00,           2021-05-27 00:46:00,      3.530000,     21.182000,          8.907000,                   100.270727,      0.962000"
"                1622102460,           2021-05-27 08:01:00,           2021-05-27 01:01:00,      3.530000,     21.140000,          8.915000,                   100.278586,      0.962000"
"                1622103360,           2021-05-27 08:16:00,           2021-05-27 01:16:00,      3.530000,     21.090000,          8.930000,                   100.349305,      0.963000"
"                1622104260,           2021-05-27 08:31:00,           2021-05-27 01:31:00,      3.520000,     21.040000,          8.945000,                   100.419714,      0.963000"
"                1622105160,           2021-05-27 08:46:00,           2021-05-27 01:46:00,      3.530000,     20.990000,          8.938000,                   100.243074,      0.963000"
"                1622106060,           2021-05-27 09:01:00,           2021-05-27 02:01:00,      3.520000,     20.914000,          8.958000,                   100.318042,      0.963000"
"                1622106960,           2021-05-27 09:16:00,           2021-05-27 02:16:00,      3.530000,     20.898000,          8.962000,                   100.331389,      0.964000"
"                1622107860,           2021-05-27 09:31:00,           2021-05-27 02:31:00,      3.530000,     20.847000,          8.947000,                   100.063400,      0.962000"
"                1622108760,           2021-05-27 09:46:00,           2021-05-27 02:46:00,      3.530000,     20.814000,          8.960000,                   100.143964,      0.963000"
"                1622109660,           2021-05-27 10:01:00,           2021-05-27 03:01:00,      3.530000,     20.755000,          8.973000,                   100.173210,      0.963000"
"                1622110560,           2021-05-27 10:16:00,           2021-05-27 03:16:00,      3.530000,     20.713000,          8.991000,                   100.291396,      0.964000"
"                1622111460,           2021-05-27 10:31:00,           2021-05-27 03:31:00,      3.530000,     20.688000,          8.974000,                   100.052603,      0.962000"
"                1622112360,           2021-05-27 10:46:00,           2021-05-27 03:46:00,      3.530000,     20.638000,          8.981000,                   100.032257,      0.963000"
"                1622113260,           2021-05-27 11:01:00,           2021-05-27 04:01:00,      3.530000,     20.580000,          8.992000,                   100.040529,      0.963000"
"                1622114160,           2021-05-27 11:16:00,           2021-05-27 04:16:00,      3.530000,     20.554000,          9.002000,                   100.100521,      0.963000"
"                1622115060,           2021-05-27 11:31:00,           2021-05-27 04:31:00,      3.530000,     20.521000,          8.998000,                    99.991013,      0.963000"
"                1622115960,           2021-05-27 11:46:00,           2021-05-27 04:46:00,      3.530000,     20.479000,          9.004000,                    99.974882,      0.962000"
"                1622116860,           2021-05-27 12:01:00,           2021-05-27 05:01:00,      3.530000,     20.437000,          9.027000,                   100.147256,      0.964000"
"                1622117760,           2021-05-27 12:16:00,           2021-05-27 05:16:00,      3.530000,     20.387000,          9.036000,                   100.148208,      0.963000"
"                1622118660,           2021-05-27 12:31:00,           2021-05-27 05:31:00,      3.530000,     20.345000,          9.023000,                    99.921189,      0.962000"
"                1622119560,           2021-05-27 12:46:00,           2021-05-27 05:46:00,      3.530000,     20.278000,          9.041000,                    99.987981,      0.963000"
"                1622120460,           2021-05-27 13:01:00,           2021-05-27 06:01:00,      3.530000,     20.211000,          9.050000,                    99.954878,      0.962000"
"                1622121360,           2021-05-27 13:16:00,           2021-05-27 06:16:00,      3.530000,     20.178000,          9.049000,                    99.878525,      0.962000"
"                1622122260,           2021-05-27 13:31:00,           2021-05-27 06:31:00,      3.530000,     20.144000,          9.073000,                   100.075968,      0.963000"
"                1622123160,           2021-05-27 13:46:00,           2021-05-27 06:46:00,      3.530000,     20.086000,          9.063000,                    99.850740,      0.962000"
"                1622124060,           2021-05-27 14:01:00,           2021-05-27 07:01:00,      3.530000,     20.270000,          9.048000,                   100.049561,      0.963000"
"                1622124960,           2021-05-27 14:16:00,           2021-05-27 07:16:00,      3.530000,     20.261000,          9.048000,                   100.031747,      0.963000"
"                1622125860,           2021-05-27 14:31:00,           2021-05-27 07:31:00,      3.530000,     20.412000,          9.023000,                   100.053500,      0.963000"
"                1622126760,           2021-05-27 14:46:00,           2021-05-27 07:46:00,      3.530000,     20.454000,          9.013000,                   100.025480,      0.963000"
"                1622127660,           2021-05-27 15:01:00,           2021-05-27 08:01:00,      3.530000,     20.580000,          8.991000,                   100.029403,      0.963000"
"                1622128560,           2021-05-27 15:16:00,           2021-05-27 08:16:00,      3.530000,     20.588000,          8.982000,                    99.945013,      0.962000"
"                1622129460,           2021-05-27 15:31:00,           2021-05-27 08:31:00,      3.530000,     20.764000,          8.950000,                    99.934097,      0.962000"
"                1622130360,           2021-05-27 15:46:00,           2021-05-27 08:46:00,      3.530000,     20.831000,          8.946000,                   100.020832,      0.963000"
"                1622131260,           2021-05-27 16:01:00,           2021-05-27 09:01:00,      3.530000,     20.789000,          8.952000,                   100.005487,      0.963000"
"                1622132160,           2021-05-27 16:16:00,           2021-05-27 09:16:00,      3.530000,     20.789000,          8.961000,                   100.106029,      0.963000"
"                1622133060,           2021-05-27 16:31:00,           2021-05-27 09:31:00,      3.520000,     20.990000,          8.930000,                   100.153351,      0.963000"
"                1622133960,           2021-05-27 16:46:00,           2021-05-27 09:46:00,      3.520000,     20.923000,          8.936000,                   100.089310,      0.963000"
"                1622134860,           2021-05-27 17:01:00,           2021-05-27 10:01:00,      3.530000,     20.831000,          8.949000,                   100.054374,      0.962000"
"                1622135760,           2021-05-27 17:16:00,           2021-05-27 10:16:00,      3.520000,     20.906000,          8.949000,                   100.201552,      0.963000"
"                1622136660,           2021-05-27 17:31:00,           2021-05-27 10:31:00,      3.530000,     20.747000,          8.970000,                   100.123990,      0.963000"
"                1622137560,           2021-05-27 17:46:00,           2021-05-27 10:46:00,      3.530000,     20.672000,          8.987000,                   100.166034,      0.963000"
"                1622138460,           2021-05-27 18:01:00,           2021-05-27 11:01:00,      3.530000,     20.831000,          8.957000,                   100.143818,      0.963000"
"                1622139360,           2021-05-27 18:16:00,           2021-05-27 11:16:00,      3.530000,     20.697000,          8.989000,                   100.237569,      0.963000"
"                1622140260,           2021-05-27 18:31:00,           2021-05-27 11:31:00,      3.530000,     20.605000,          9.002000,                   100.201081,      0.963000"
"                1622141160,           2021-05-27 18:46:00,           2021-05-27 11:46:00,      3.530000,     20.831000,          8.951000,                   100.076735,      0.963000"
"                1622142060,           2021-05-27 19:01:00,           2021-05-27 12:01:00,      3.530000,     20.730000,          8.983000,                   100.235627,      0.963000"
"                1622142960,           2021-05-27 19:16:00,           2021-05-27 12:16:00,      3.530000,     20.697000,          8.992000,                   100.271022,      0.963000"
"                1622143860,           2021-05-27 19:31:00,           2021-05-27 12:31:00,      3.530000,     20.713000,          8.975000,                   100.112922,      0.962000"
"                1622144760,           2021-05-27 19:46:00,           2021-05-27 12:46:00,      3.530000,     20.739000,          8.976000,                   100.175223,      0.963000"
"                1622145660,           2021-05-27 20:01:00,           2021-05-27 13:01:00,      3.520000,     20.747000,          8.988000,                   100.324907,      0.963000"
"                1622146560,           2021-05-27 20:16:00,           2021-05-27 13:16:00,      3.520000,     20.973000,          8.939000,                   100.220952,      0.963000"
"                1622147460,           2021-05-27 20:31:00,           2021-05-27 13:31:00,      3.530000,     21.098000,          8.926000,                   100.320028,      0.963000"
"                1622148360,           2021-05-27 20:46:00,           2021-05-27 13:46:00,      3.520000,     20.956000,          8.920000,                    99.974666,      0.963000"
"                1622149260,           2021-05-27 21:01:00,           2021-05-27 14:01:00,      3.530000,     20.730000,          8.963000,                   100.012459,      0.963000"
"                1622150160,           2021-05-27 21:16:00,           2021-05-27 14:16:00,      3.530000,     20.663000,          8.969000,                    99.947725,      0.962000"
"                1622151060,           2021-05-27 21:31:00,           2021-05-27 14:31:00,      3.530000,     20.655000,          8.978000,                   100.032282,      0.963000"
"                1622151960,           2021-05-27 21:46:00,           2021-05-27 14:46:00,      3.520000,     22.144000,          8.781000,                   100.710452,      0.964000"
"                1622152860,           2021-05-27 22:01:00,           2021-05-27 15:01:00,      3.530000,     21.617000,          8.836000,                   100.316061,      0.963000"
"                1622153760,           2021-05-27 22:16:00,           2021-05-27 15:16:00,      3.520000,     21.048000,          8.916000,                   100.109801,      0.962000"
"                1622154660,           2021-05-27 22:31:00,           2021-05-27 15:31:00,      3.520000,     20.806000,          8.955000,                   100.072374,      0.962000"
"                1622155560,           2021-05-27 22:46:00,           2021-05-27 15:46:00,      3.530000,     20.730000,          8.976000,                   100.157518,      0.963000"
"                1622156460,           2021-05-27 23:01:00,           2021-05-27 16:01:00,      3.520000,     20.906000,          8.986000,                   100.615840,      0.963000"
