"Plot Title: TS"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 21076248, SEN S/N: 21076248)","High Range, μS/cm (LGR S/N: 21076248, SEN S/N: 21076248)","Temp, °F (LGR S/N: 21076248, SEN S/N: 21076248)","Specific Conductance, μS/cm (LGR S/N: 21076248)","Salinity, ppt (LGR S/N: 21076248)"
257,05/28/21 06:00:00 AM,0.0,0.0,66.76,0.0,0.0123
258,05/28/21 06:15:00 AM,0.0,0.0,66.69,0.0,0.0123
259,05/28/21 06:30:00 AM,0.0,0.0,66.61,0.0,0.0123
260,05/28/21 06:45:00 AM,0.0,0.0,66.63,0.0,0.0123
261,05/28/21 07:00:00 AM,0.0,0.0,67.71,0.0,0.0123
262,05/28/21 07:15:00 AM,0.0,0.0,68.25,0.0,0.0123
263,05/28/21 07:30:00 AM,0.0,0.0,68.63,0.0,0.0123
264,05/28/21 07:45:00 AM,0.0,0.0,68.99,0.0,0.0123
265,05/28/21 08:00:00 AM,0.0,0.0,69.17,0.0,0.0123
266,05/28/21 08:15:00 AM,0.0,0.0,69.15,0.0,0.0123
267,05/28/21 08:30:00 AM,0.0,0.0,69.51,0.0,0.0123
268,05/28/21 08:45:00 AM,0.0,0.0,69.19,0.0,0.0123
269,05/28/21 09:00:00 AM,0.0,0.0,69.71,0.0,0.0123
270,05/28/21 09:15:00 AM,0.0,0.0,69.67,0.0,0.0123
271,05/28/21 09:30:00 AM,0.0,0.0,69.40,0.0,0.0123
272,05/28/21 09:45:00 AM,0.0,0.0,69.75,0.0,0.0123
273,05/28/21 10:00:00 AM,0.0,0.0,69.85,0.0,0.0123
274,05/28/21 10:15:00 AM,0.0,0.0,69.58,0.0,0.0123
275,05/28/21 10:30:00 AM,0.0,0.0,69.31,0.0,0.0123
276,05/28/21 10:45:00 AM,0.0,0.0,69.35,0.0,0.0123
277,05/28/21 11:00:00 AM,0.0,0.0,69.85,0.0,0.0123
278,05/28/21 11:15:00 AM,0.0,0.0,69.82,0.0,0.0123
279,05/28/21 11:30:00 AM,0.0,0.0,68.47,0.0,0.0123
280,05/28/21 11:45:00 AM,0.0,0.0,67.98,0.0,0.0123
281,05/28/21 12:00:00 PM,0.0,0.0,68.23,0.0,0.0123
282,05/28/21 12:15:00 PM,0.0,0.0,66.67,0.0,0.0123
283,05/28/21 12:30:00 PM,0.0,0.0,67.51,0.0,0.0123
284,05/28/21 12:45:00 PM,0.0,0.0,67.05,0.0,0.0123
285,05/28/21 01:00:00 PM,0.0,0.0,70.95,0.0,0.0123
286,05/28/21 01:15:00 PM,0.0,0.0,68.32,0.0,0.0123
287,05/28/21 01:30:00 PM,0.0,0.0,66.42,0.0,0.0123
288,05/28/21 01:45:00 PM,0.0,0.0,67.26,0.0,0.0123
289,05/28/21 02:00:00 PM,0.0,0.0,67.41,0.0,0.0123
290,05/28/21 02:15:00 PM,0.0,0.0,67.69,0.0,0.0123
291,05/28/21 02:30:00 PM,0.0,0.0,67.48,0.0,0.0123
292,05/28/21 02:45:00 PM,0.0,0.0,68.68,0.0,0.0123
293,05/28/21 03:00:00 PM,0.0,0.0,68.23,0.0,0.0123
294,05/28/21 03:15:00 PM,0.0,0.0,64.74,0.0,0.0123
295,05/28/21 03:30:00 PM,0.0,0.0,66.07,0.0,0.0123
296,05/28/21 03:45:00 PM,0.0,0.0,66.38,0.0,0.0123
297,05/28/21 04:00:00 PM,17709.5,22439.7,64.87,25854.3,15.7748
298,05/28/21 04:15:00 PM,17384.2,22132.7,64.78,25529.6,15.5579
299,05/28/21 04:30:00 PM,16980.9,21670.2,66.04,24615.8,14.9492
300,05/28/21 04:45:00 PM,16290.7,20798.6,61.79,24902.5,15.1398
301,05/28/21 05:00:00 PM,16129.2,20715.4,60.69,25150.0,15.3047
302,05/28/21 05:15:00 PM,16298.5,20861.0,60.55,25372.6,15.4531
303,05/28/21 05:30:00 PM,16431.2,21141.4,61.00,25566.0,15.5822
304,05/28/21 05:45:00 PM,16563.2,21388.4,61.68,25641.3,15.6324
305,05/28/21 06:00:00 PM,16904.4,21788.9,63.68,25476.5,15.5224
306,05/28/21 06:15:00 PM,16910.9,21883.2,64.24,25410.7,15.4785
307,05/28/21 06:30:00 PM,16872.0,21909.7,64.20,25452.7,15.5065
308,05/28/21 06:45:00 PM,16963.0,21921.3,63.30,25751.3,15.7059
309,05/28/21 07:00:00 PM,17054.3,22056.0,62.13,26290.1,16.0664
310,05/28/21 07:15:00 PM,18317.2,23359.6,61.30,28130.1,17.3041
311,05/28/21 07:30:00 PM,18850.8,24128.4,61.11,29125.3,17.9778
312,05/28/21 07:45:00 PM,28474.4,35522.7,60.73,43015.4,27.6707
313,05/28/21 08:00:00 PM,28311.7,35147.4,60.57,42649.6,27.4088
314,05/28/21 08:15:00 PM,28306.0,35285.2,60.26,42981.1,27.6461
315,05/28/21 08:30:00 PM,28195.4,35349.0,60.13,43126.8,27.7505
316,05/28/21 08:45:00 PM,27811.3,34788.2,58.55,43307.5,27.8801
317,05/28/21 09:00:00 PM,27609.4,34508.8,57.56,43510.4,28.0257
318,05/28/21 09:15:00 PM,27474.9,34431.7,57.02,43717.4,28.1743
319,05/28/21 09:30:00 PM,27373.9,34257.8,56.44,43824.0,28.2509
320,05/28/21 09:45:00 PM,26948.0,33941.5,55.33,44059.4,28.4201
321,05/28/21 10:00:00 PM,26948.0,33756.0,54.81,44122.1,28.4652
322,05/28/21 10:15:00 PM,26820.2,33763.5,54.64,44226.2,28.5401
323,05/28/21 10:30:00 PM,26820.2,33771.0,54.34,44415.2,28.6762
324,05/28/21 10:45:00 PM,26916.0,33743.6,54.23,44443.0,28.6961
325,05/28/21 11:00:00 PM,26788.4,33723.6,54.21,44427.4,28.6849
326,05/28/21 11:15:00 PM,26854.7,33753.5,54.21,44466.5,28.7131
327,05/28/21 11:30:00 PM,26822.9,33746.1,54.21,44456.8,28.7061
328,05/28/21 11:45:00 PM,26918.6,33773.5,54.28,44450.3,28.7014
329,05/29/21 12:00:00 AM,26886.7,33793.5,54.32,44455.2,28.7049
330,05/29/21 12:15:00 AM,26854.7,33803.5,54.37,44436.5,28.6915
331,05/29/21 12:30:00 AM,26918.6,33783.5,54.34,44431.6,28.6879
332,05/29/21 12:45:00 AM,27014.8,33791.0,54.39,44409.6,28.6721
333,05/29/21 01:00:00 AM,26886.7,33783.5,54.39,44399.8,28.6651
334,05/29/21 01:15:00 AM,26857.4,33798.5,54.41,44408.8,28.6715
335,05/29/21 01:30:00 AM,26857.4,33793.5,54.39,44412.9,28.6745
336,05/29/21 01:45:00 AM,26921.3,33746.1,54.37,44361.6,28.6375
337,05/29/21 02:00:00 AM,26793.7,33773.5,54.37,44397.4,28.6633
338,05/29/21 02:15:00 AM,26764.6,33746.1,54.30,44403.9,28.6680
339,05/29/21 02:30:00 AM,26857.4,33721.1,54.25,44402.9,28.6673
340,05/29/21 02:45:00 AM,26857.4,33761.0,54.23,44465.7,28.7125
341,05/29/21 03:00:00 AM,26703.8,33723.6,54.21,44427.4,28.6849
342,05/29/21 03:15:00 AM,26796.4,33736.1,54.23,44433.1,28.6890
343,05/29/21 03:30:00 AM,26796.4,33758.5,54.21,44473.0,28.7178
344,05/29/21 03:45:00 AM,26767.2,33738.6,54.16,44478.8,28.7219
345,05/29/21 04:00:00 AM,26643.2,33726.1,54.14,44473.1,28.7178
346,05/29/21 04:15:00 AM,26735.5,33718.6,54.07,44505.7,28.7413
347,05/29/21 04:30:00 AM,26735.5,33701.2,54.00,44525.4,28.7555
348,05/29/21 04:45:00 AM,26799.0,33688.7,53.96,44530.3,28.7590
349,05/29/21 05:00:00 AM,26799.0,33693.7,53.98,44526.2,28.7561
350,05/29/21 05:15:00 AM,26674.8,33701.2,53.91,44578.7,28.7939
351,05/29/21 05:30:00 AM,26645.8,33668.8,53.91,44536.1,28.7632
352,05/29/21 05:45:00 AM,26738.1,33708.7,53.96,44556.6,28.7779
353,05/29/21 06:00:00 AM,26709.1,33703.7,53.98,44539.3,28.7655
354,05/29/21 06:15:00 AM,26801.7,33711.1,54.00,44538.4,28.7649
