"Plot Title: TS_Oxygen"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 10376089, SEN S/N: 10376089)","Temp, °C (LGR S/N: 10376089, SEN S/N: 10376089)"
2795,08/18/21 04:30:00 PM,12.05,17.38
2796,08/18/21 04:45:00 PM,12.40,17.36
2797,08/18/21 05:00:00 PM,12.29,17.32
2798,08/18/21 05:15:00 PM,12.18,17.32
2799,08/18/21 05:30:00 PM,12.16,17.34
2800,08/18/21 05:45:00 PM,12.26,17.38
2801,08/18/21 06:00:00 PM,12.66,17.40
2802,08/18/21 06:15:00 PM,12.49,17.42
2803,08/18/21 06:30:00 PM,12.48,17.44
2804,08/18/21 06:45:00 PM,13.13,17.46
2805,08/18/21 07:00:00 PM,13.04,17.46
2806,08/18/21 07:15:00 PM,13.16,17.48
2807,08/18/21 07:30:00 PM,13.25,17.48
2808,08/18/21 07:45:00 PM,12.96,17.48
2809,08/18/21 08:00:00 PM,12.31,17.50
2810,08/18/21 08:15:00 PM,12.38,17.50
2811,08/18/21 08:30:00 PM,12.05,17.52
2812,08/18/21 08:45:00 PM,12.70,17.52
2813,08/18/21 09:00:00 PM,12.33,17.52
2814,08/18/21 09:15:00 PM,12.05,17.54
2815,08/18/21 09:30:00 PM,11.70,17.54
2816,08/18/21 09:45:00 PM,11.82,17.54
2817,08/18/21 10:00:00 PM,11.68,17.54
2818,08/18/21 10:15:00 PM,11.21,17.56
2819,08/18/21 10:30:00 PM,10.81,17.56
2820,08/18/21 10:45:00 PM,10.45,17.56
2821,08/18/21 11:00:00 PM,10.21,17.56
2822,08/18/21 11:15:00 PM,10.15,17.56
2823,08/18/21 11:30:00 PM,10.04,17.58
2824,08/18/21 11:45:00 PM,10.26,17.58
2825,08/19/21 12:00:00 AM,9.93,17.60
2826,08/19/21 12:15:00 AM,10.52,17.62
2827,08/19/21 12:30:00 AM,10.30,17.60
2828,08/19/21 12:45:00 AM,10.19,17.60
2829,08/19/21 01:00:00 AM,9.98,17.58
2830,08/19/21 01:15:00 AM,9.82,17.56
2831,08/19/21 01:30:00 AM,9.46,17.56
2832,08/19/21 01:45:00 AM,9.19,17.56
2833,08/19/21 02:00:00 AM,9.28,17.56
2834,08/19/21 02:15:00 AM,8.90,17.56
2835,08/19/21 02:30:00 AM,8.87,17.54
2836,08/19/21 02:45:00 AM,8.98,17.50
2837,08/19/21 03:00:00 AM,8.70,17.50
2838,08/19/21 03:15:00 AM,9.08,17.48
2839,08/19/21 03:30:00 AM,9.11,17.50
2840,08/19/21 03:45:00 AM,9.47,17.66
2841,08/19/21 04:00:00 AM,9.75,18.02
2842,08/19/21 04:15:00 AM,10.06,18.40
2843,08/19/21 04:30:00 AM,10.42,18.74
2844,08/19/21 04:45:00 AM,10.47,18.88
2845,08/19/21 05:00:00 AM,10.21,18.98
2846,08/19/21 05:15:00 AM,9.94,19.12
2847,08/19/21 05:30:00 AM,9.84,19.30
2848,08/19/21 05:45:00 AM,10.15,19.58
2849,08/19/21 06:00:00 AM,10.50,19.78
2850,08/19/21 06:15:00 AM,10.59,19.94
2851,08/19/21 06:30:00 AM,10.42,20.06
2852,08/19/21 06:45:00 AM,10.14,20.12
2853,08/19/21 07:00:00 AM,9.60,20.06
2854,08/19/21 07:15:00 AM,8.91,20.00
2855,08/19/21 07:30:00 AM,8.29,20.04
2856,08/19/21 07:45:00 AM,8.18,19.98
2857,08/19/21 08:00:00 AM,8.08,19.86
2858,08/19/21 08:15:00 AM,8.07,20.04
2859,08/19/21 08:30:00 AM,7.90,20.54
2860,08/19/21 08:45:00 AM,8.30,20.50
2861,08/19/21 09:00:00 AM,9.99,16.94
2862,08/19/21 09:15:00 AM,10.24,16.24
2863,08/19/21 09:30:00 AM,10.20,16.20
2864,08/19/21 09:45:00 AM,10.19,16.22
2865,08/19/21 10:00:00 AM,10.24,16.38
2866,08/19/21 10:15:00 AM,10.15,16.76
2867,08/19/21 10:30:00 AM,10.06,17.16
2868,08/19/21 10:45:00 AM,9.80,18.36
2869,08/19/21 11:00:00 AM,9.60,19.20
2870,08/19/21 11:15:00 AM,9.46,19.84
2871,08/19/21 11:30:00 AM,9.35,20.32
2872,08/19/21 11:45:00 AM,9.26,20.70
2873,08/19/21 12:00:00 PM,9.18,21.04
2874,08/19/21 12:15:00 PM,9.13,21.28
2875,08/19/21 12:30:00 PM,8.95,21.50
2876,08/19/21 12:45:00 PM,8.86,21.62
